timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1716099823762,11,HTTP Request,200,,Thread Group 3 3-9,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,11,0,1
1716099823774,10,HTTP Request,200,,Thread Group 3 3-9,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099823784,9,HTTP Request,200,,Thread Group 3 3-9,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099823794,9,HTTP Request,200,,Thread Group 3 3-9,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,8,0,0
1716099823803,8,HTTP Request,200,,Thread Group 3 3-9,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,8,0,0
1716099823812,8,HTTP Request,200,,Thread Group 3 3-9,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,8,0,0
1716099823820,9,HTTP Request,200,,Thread Group 3 3-9,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099823830,8,HTTP Request,200,,Thread Group 3 3-9,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,8,0,0
1716099823839,9,HTTP Request,200,,Thread Group 3 3-9,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099823849,8,HTTP Request,200,,Thread Group 3 3-9,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,8,0,0
1716099824762,12,HTTP Request,200,,Thread Group 3 3-10,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,12,0,1
1716099824774,11,HTTP Request,200,,Thread Group 3 3-10,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,11,0,0
1716099824785,11,HTTP Request,200,,Thread Group 3 3-10,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,11,0,0
